2025/08/09 06:48:24 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=0dd41fa418f9100252785032891c964f&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:25 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=5640e91d57b6ba1133c90ead65f09f5e&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:25 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=d4fd6b187271bf0729c9aa2e049eef13&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:26 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=2e74776520c75e4d7b37b8cf21c74cb8&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:28 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=b4431b944b68a19eb3fa04ec7e5c855c&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:28 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=21898dc5b36ecebb46cc84c230e7b7bc&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:29 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=a46ab30640991d2a62758d17affe8327&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:29 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=c6f6b40c26aba7b4b2bf25dc1ee66ffc&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:29 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=c03679ca52efa5a0cc32511953bf4f8d&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:29 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=9ca1936ecd9f13be60491f2ae05dd4db&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:30 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=119a23fa035e0790f998ca4919535c9f&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:30 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=431ac530676c5b372fca138df4005366&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:30 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=b5b842b8b8c78eda25261f6f524f160c&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:30 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=2fca196ad3c4ec3f2d5bfe7f794b59a5&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:30 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=bff45f4275d0e1c531c9f9665c7660e9&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:48:36 [error] 38#38: *6 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=f6a0bd8bcd70b4f2ca8e4c6e11156360&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/09 06:50:22 [error] 38#38: *16 NAXSI_FMT: ip=221.153.171.139&server=43.203.224.174&uri=%2F&config=drop&rid=2f59d1794bec077760545cf5ef89b91d&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "43.203.224.174"
2025/08/09 06:50:23 [error] 38#38: *16 NAXSI_FMT: ip=221.153.171.139&server=43.203.224.174&uri=%2F&config=drop&rid=c383d43f666ec46e6d5099937d999e27&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "43.203.224.174"
2025/08/09 06:53:18 [error] 38#38: *18 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2F&config=drop&rid=072f49bb5eb54202bcc509be4eb910de&zone0=URL&id0=19&var_name0=, client: 221.153.171.139, server: insightone.kr, request: "GET / HTTP/1.1", host: "www.insightone.kr"
2025/08/10 07:48:36 [error] 9#9: *14 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2Fapi%2Fproxy&config=learning&rid=dd8413cdb4c250e52179927d121b4eda&cscore0=$RFI&score0=8&cscore1=$SQL&score1=4&zone0=BODY&id0=1100&var_name0=targetUrl&zone1=BODY&id1=1002&var_name1=Authorization&zone2=BODY&id2=1002&var_name2=access_token, client: 221.153.171.139, server: www.insightone.kr, request: "POST /api/proxy HTTP/1.1", host: "www.insightone.kr", referrer: "https://www.insightone.kr/"
2025/08/10 07:48:36 [error] 9#9: *12 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2Fapi%2Fproxy&config=learning&rid=d118ce78bce0b9dbe43cfff21e5f6e56&cscore0=$RFI&score0=8&cscore1=$SQL&score1=4&zone0=BODY&id0=1100&var_name0=targetUrl&zone1=BODY&id1=1002&var_name1=Authorization&zone2=BODY&id2=1002&var_name2=access_token, client: 221.153.171.139, server: www.insightone.kr, request: "POST /api/proxy HTTP/1.1", host: "www.insightone.kr", referrer: "https://www.insightone.kr/"
2025/08/10 07:48:36 [error] 9#9: *2 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2Fapi%2Fproxy&config=learning&rid=dec5a851b73b711731720ca8e58c5898&cscore0=$RFI&score0=8&cscore1=$SQL&score1=4&zone0=BODY&id0=1100&var_name0=targetUrl&zone1=BODY&id1=1002&var_name1=Authorization&zone2=BODY&id2=1002&var_name2=access_token, client: 221.153.171.139, server: www.insightone.kr, request: "POST /api/proxy HTTP/1.1", host: "www.insightone.kr", referrer: "https://www.insightone.kr/"
2025/08/10 07:48:37 [error] 9#9: *2 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2Fapi%2Fproxy&config=learning&rid=9825f5ccb1005e9fe7bf6c49fa5a8808&cscore0=$RFI&score0=8&cscore1=$SQL&score1=4&zone0=BODY&id0=1100&var_name0=targetUrl&zone1=BODY&id1=1002&var_name1=Authorization&zone2=BODY&id2=1002&var_name2=access_token, client: 221.153.171.139, server: www.insightone.kr, request: "POST /api/proxy HTTP/1.1", host: "www.insightone.kr", referrer: "https://www.insightone.kr/"
2025/08/10 07:48:37 [error] 9#9: *2 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2Fapi%2Fproxy&config=learning&rid=1235e76f7bd3dff61d7e81342ba7b417&cscore0=$RFI&score0=8&cscore1=$SQL&score1=4&zone0=BODY&id0=1100&var_name0=targetUrl&zone1=BODY&id1=1002&var_name1=Authorization&zone2=BODY&id2=1002&var_name2=access_token, client: 221.153.171.139, server: www.insightone.kr, request: "POST /api/proxy HTTP/1.1", host: "www.insightone.kr", referrer: "https://www.insightone.kr/"
2025/08/10 07:48:37 [error] 9#9: *2 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2Fapi%2Fproxy&config=learning&rid=e9ac7f242275ab7c79dff10a1f80a813&cscore0=$RFI&score0=8&cscore1=$SQL&score1=4&zone0=BODY&id0=1100&var_name0=targetUrl&zone1=BODY&id1=1002&var_name1=Authorization&zone2=BODY&id2=1002&var_name2=access_token, client: 221.153.171.139, server: www.insightone.kr, request: "POST /api/proxy HTTP/1.1", host: "www.insightone.kr", referrer: "https://www.insightone.kr/"
2025/08/10 07:48:37 [error] 9#9: *2 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2Fapi%2Fproxy&config=learning&rid=e8e0c69281526ac0a8d885a5cd421d36&cscore0=$RFI&score0=8&cscore1=$SQL&score1=4&zone0=BODY&id0=1100&var_name0=targetUrl&zone1=BODY&id1=1002&var_name1=Authorization&zone2=BODY&id2=1002&var_name2=access_token, client: 221.153.171.139, server: www.insightone.kr, request: "POST /api/proxy HTTP/1.1", host: "www.insightone.kr", referrer: "https://www.insightone.kr/"
2025/08/10 07:48:37 [error] 9#9: *2 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2Fapi%2Fproxy&config=learning&rid=57e2e962e9dac8553647f6c18a3ba2f8&cscore0=$RFI&score0=8&cscore1=$SQL&score1=4&zone0=BODY&id0=1100&var_name0=targetUrl&zone1=BODY&id1=1002&var_name1=Authorization&zone2=BODY&id2=1002&var_name2=access_token, client: 221.153.171.139, server: www.insightone.kr, request: "POST /api/proxy HTTP/1.1", host: "www.insightone.kr", referrer: "https://www.insightone.kr/"
2025/08/10 07:48:37 [error] 9#9: *2 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2Fapi%2Fproxy&config=learning&rid=4147ba15e471e36daca4811dc88eeec6&cscore0=$RFI&score0=8&cscore1=$SQL&score1=4&zone0=BODY&id0=1100&var_name0=targetUrl&zone1=BODY&id1=1002&var_name1=Authorization&zone2=BODY&id2=1002&var_name2=access_token, client: 221.153.171.139, server: www.insightone.kr, request: "POST /api/proxy HTTP/1.1", host: "www.insightone.kr", referrer: "https://www.insightone.kr/"
2025/08/10 07:48:37 [error] 9#9: *2 NAXSI_FMT: ip=221.153.171.139&server=www.insightone.kr&uri=%2Fapi%2Fproxy&config=learning&rid=8b2daa785f2c46933b4df8395e566be1&cscore0=$RFI&score0=8&cscore1=$SQL&score1=4&zone0=BODY&id0=1100&var_name0=targetUrl&zone1=BODY&id1=1002&var_name1=Authorization&zone2=BODY&id2=1002&var_name2=access_token, client: 221.153.171.139, server: www.insightone.kr, request: "POST /api/proxy HTTP/1.1", host: "www.insightone.kr", referrer: "https://www.insightone.kr/"
